PWS ID,PWS Name,Primacy Agency,Population Served,Violation Type,Compliance Period Begin Date,Compliance Status
TX0740004,CITY OF LADONIA,Texas,912,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0740004,CITY OF LADONIA,Texas,912,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0740005,CITY OF LEONARD,Texas,"1,275",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740006,CITY OF SAVOY,Texas,831,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740009,CITY OF TRENTON,Texas,635,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740009,CITY OF TRENTON,Texas,635,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0740021,BARTLEY WOODS WSC,Texas,693,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0740021,BARTLEY WOODS WSC,Texas,693,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0740024,GOBER MUD,Texas,426,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740026,LANNIUS MUD,Texas,309,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740026,LANNIUS MUD,Texas,309,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0740027,RANDOLPH WSC,Texas,210,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0740035,WHITE SHED WSC,Texas,"2,800",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740036,RAVENNA NUNNELEE WSC,Texas,924,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740039,MCCRAW CHAPEL WSC,Texas,319,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0740039,MCCRAW CHAPEL WSC,Texas,319,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0740044,BOIS D ARC MUD,Texas,"3,018",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0740044,BOIS D ARC MUD,Texas,"3,018",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0750004,CITY OF SCHULENBURG,Texas,"2,866",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0750007,CITY OF CARMINE,Texas,285,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0750007,CITY OF CARMINE,Texas,285,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0750007,CITY OF CARMINE,Texas,285,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0750009,FAYETTE COUNTY WCID MONUMENT HILL,Texas,744,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0750009,FAYETTE COUNTY WCID MONUMENT HILL,Texas,744,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0750014,ELLINGER SEWER AND WSC,Texas,462,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0750022,FAYETTE WSC WEST,Texas,"4,275",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0750022,FAYETTE WSC WEST,Texas,"4,275",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0750034,FAYETTE WSC EAST,Texas,"1,524",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0750039,VISTA RANCH WATER SYSTEM,Texas,135,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0750039,VISTA RANCH WATER SYSTEM,Texas,135,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0750044,WHISPERING HILLS ACHIEVEMENT CENTER,Texas,29,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0750044,WHISPERING HILLS ACHIEVEMENT CENTER,Texas,29,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0760002,CITY OF ROTAN,Texas,"1,508",Initial Tap Sampling for Pb and Cu,01-JUL-2015,Open
TX0760002,CITY OF ROTAN,Texas,"1,508",Initial Tap Sampling for Pb and Cu,01-JAN-2015,Open
TX0760002,CITY OF ROTAN,Texas,"1,508",Initial Tap Sampling for Pb and Cu,01-JUL-2014,Open
TX0760002,CITY OF ROTAN,Texas,"1,508",Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
TX0760002,CITY OF ROTAN,Texas,"1,508",Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Open
TX0760002,CITY OF ROTAN,Texas,"1,508",Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Open
TX0790056,NEEDVILLE ISD HIGH SCHOOL,Texas,"3,000",Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0790056,NEEDVILLE ISD HIGH SCHOOL,Texas,"3,000",Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
TX0790114,FLEXICORE OF TEXAS,Texas,157,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0790119,CHAMPION TECHNOLOGIES,Texas,160,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0790122,HALLIBURTON SERVICES FRESNO,Texas,89,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790122,HALLIBURTON SERVICES FRESNO,Texas,89,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790122,HALLIBURTON SERVICES FRESNO,Texas,89,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790127,COLOR SPOT NURSERY WEST,Texas,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0790130,FORT BEND COUNTY MUD 25,Texas,"13,530",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0790142,HOUSTON SOUTHWEST AIRPORT,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790142,HOUSTON SOUTHWEST AIRPORT,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790142,HOUSTON SOUTHWEST AIRPORT,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790144,SOUTHWEST ENVIRONMENTAL RESOURCES,Texas,492,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790144,SOUTHWEST ENVIRONMENTAL RESOURCES,Texas,492,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790155,FORT BEND COUNTY MUD 19,Texas,552,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790158,KINGSBRIDGE MUD,Texas,"8,113",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790174,NORTH MISSION GLEN MUD,Texas,"8,685",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790174,NORTH MISSION GLEN MUD,Texas,"8,685",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790185,BROWNS MOBILE HOME PARK,Texas,57,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Open
TX0790190,TURNER WATER SERVICE,Texas,54,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
TX0790220,FORT BEND COUNTY MUD 47,Texas,"1,332",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790253,FORT BEND COUNTY MUD 112,Texas,"3,825",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0790253,FORT BEND COUNTY MUD 112,Texas,"3,825",Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0790262,FORT BEND COUNTY MUD 68,Texas,"3,720",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790262,FORT BEND COUNTY MUD 68,Texas,"3,720",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790262,FORT BEND COUNTY MUD 68,Texas,"3,720",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0790267,FORT BEND COUNTY MUD 48,Texas,"3,363",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790295,AXXIOM MANUFACTURING,Texas,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790297,FORT BEND COUNTY MUD 108,Texas,"2,448",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790297,FORT BEND COUNTY MUD 108,Texas,"2,448",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790297,FORT BEND COUNTY MUD 108,Texas,"2,448",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790298,FORT BEND COUNTY MUD 109,Texas,"3,318",Follow-up Or Routine LCR Tap M/R,01-NOV-2013,Returned to Compliance
TX0790298,FORT BEND COUNTY MUD 109,Texas,"3,318",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790304,THE GEORGE RANCH,Texas,170,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
TX0790317,FORT BEND COUNTY MUD 111,Texas,"3,261",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790332,BIG OAKS MUD,Texas,"6,450",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790332,BIG OAKS MUD,Texas,"6,450",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790334,PITTSBURGH CORNING,Texas,47,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0790334,PITTSBURGH CORNING,Texas,47,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790345,SIENNA PLANTATION MUD 2,Texas,"4,785",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790345,SIENNA PLANTATION MUD 2,Texas,"4,785",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790345,SIENNA PLANTATION MUD 2,Texas,"4,785",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0790351,STEFANO RATCLIFF WATER SYSTEM,Texas,60,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0790351,STEFANO RATCLIFF WATER SYSTEM,Texas,60,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0790351,STEFANO RATCLIFF WATER SYSTEM,Texas,60,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0790351,STEFANO RATCLIFF WATER SYSTEM,Texas,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0790351,STEFANO RATCLIFF WATER SYSTEM,Texas,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0790364,ROYAL LAKES ESTATES,Texas,852,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790367,FORT BEND COUNTY MUD 116 CANYON GATE,Texas,"4,083",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790375,FORT BEND COUNTY MUD 117,Texas,"3,867",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790375,FORT BEND COUNTY MUD 117,Texas,"3,867",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790390,BATES M ALLEN BLUE HOLE PARK,Texas,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790390,BATES M ALLEN BLUE HOLE PARK,Texas,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790390,BATES M ALLEN BLUE HOLE PARK,Texas,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0790390,BATES M ALLEN BLUE HOLE PARK,Texas,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790390,BATES M ALLEN BLUE HOLE PARK,Texas,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790395,HOME BUILDING & LUMBER CO,Texas,125,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0790395,HOME BUILDING & LUMBER CO,Texas,125,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790422,CINCO MUD 14,Texas,"6,558",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0790426,COLOR SPOT NURSERY EAST,Texas,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0790429,FORT BEND COUNTY MUD 142,Texas,"8,184",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790433,FORT BEND COUNTY MUD 35,Texas,"6,609",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0790443,FORT BEND COUNTY MUD 151,Texas,"7,398",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Open
TX0790443,FORT BEND COUNTY MUD 151,Texas,"7,398",Initial Tap Sampling for Pb and Cu,01-JUL-2011,Open
TX0790443,FORT BEND COUNTY MUD 151,Texas,"7,398",Initial Tap Sampling for Pb and Cu,01-JAN-2011,Open
TX0790443,FORT BEND COUNTY MUD 151,Texas,"7,398",Initial Tap Sampling for Pb and Cu,01-JUL-2010,Open
TX0790450,FORT BEND COUNTY MUD 131,Texas,792,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Open
TX0790450,FORT BEND COUNTY MUD 131,Texas,792,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Open
TX0790450,FORT BEND COUNTY MUD 131,Texas,792,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Open
TX0790450,FORT BEND COUNTY MUD 131,Texas,792,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Open
TX0790450,FORT BEND COUNTY MUD 131,Texas,792,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790452,SIENNA PLANTATION MUD 10,Texas,"4,992",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790452,SIENNA PLANTATION MUD 10,Texas,"4,992",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790452,SIENNA PLANTATION MUD 10,Texas,"4,992",Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
TX0790462,KINGDOM HEIGHTS WATER SYSTEM,Texas,"1,167",Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
TX0790462,KINGDOM HEIGHTS WATER SYSTEM,Texas,"1,167",Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0790462,KINGDOM HEIGHTS WATER SYSTEM,Texas,"1,167",Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0790462,KINGDOM HEIGHTS WATER SYSTEM,Texas,"1,167",Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
TX0790470,FORT BEND COUNTY MUD 165,Texas,"2,667",Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0790470,FORT BEND COUNTY MUD 165,Texas,"2,667",Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
TX0790470,FORT BEND COUNTY MUD 165,Texas,"2,667",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0790477,FORT BEND COUNTY MUD 134A,Texas,0,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Open
TX0790479,FORT BEND COUNTY WCID 8,Texas,108,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Open
TX0790479,FORT BEND COUNTY WCID 8,Texas,108,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Open
TX0790489,SIENNA PLANTATION MUD 4,Texas,474,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
TX0790489,SIENNA PLANTATION MUD 4,Texas,474,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0790493,SIENNA PLANTATION MANAGEMENT DISTRICT,Texas,996,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0790493,SIENNA PLANTATION MANAGEMENT DISTRICT,Texas,996,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0790493,SIENNA PLANTATION MANAGEMENT DISTRICT,Texas,996,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0790493,SIENNA PLANTATION MANAGEMENT DISTRICT,Texas,996,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX0790493,SIENNA PLANTATION MANAGEMENT DISTRICT,Texas,996,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX0790495,SIENNA PLANTATION THE WOODS,Texas,342,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790495,SIENNA PLANTATION THE WOODS,Texas,342,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790495,SIENNA PLANTATION THE WOODS,Texas,342,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
TX0790498,FORT BEND COUNTY MUD 128,Texas,"2,049",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0790498,FORT BEND COUNTY MUD 128,Texas,"2,049",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0790498,FORT BEND COUNTY MUD 128,Texas,"2,049",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0790499,BRISCOE MANOR,Texas,200,Initial Tap Sampling for Pb and Cu,18-JUL-2013,Open
TX0790499,BRISCOE MANOR,Texas,200,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Open
TX0790503,MARYAM ISLAMIC CENTER AT NEW TERRITORY,Texas,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0790515,ROTARY DRILLING TOOLS,Texas,200,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
TX0790517,FORT BEND COUNTY MUD 149,Texas,"2,103",Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
TX0790533,FORT BEND COUNTY MUD 134C,Texas,"4,740",Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
TX0790539,MASJID AQSA CINCO RANCH ISLAMIC CENTER,Texas,50,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
TX0790539,MASJID AQSA CINCO RANCH ISLAMIC CENTER,Texas,50,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
TX0800016,CYPRESS SPRINGS SUD SOUTH PLANT,Texas,"2,754",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0810003,CITY OF WORTHAM,Texas,"1,082",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0810013,BUTLER WSC,Texas,"1,749",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0810015,PLEASANT GROVE WSC,Texas,"1,425",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0810016,CITY OF STREETMAN,Texas,501,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0810016,CITY OF STREETMAN,Texas,501,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0810016,CITY OF STREETMAN,Texas,501,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0810017,TURLINGTON WSC,Texas,315,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0810018,WARD PRAIRIE WSC,Texas,453,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0810018,WARD PRAIRIE WSC,Texas,453,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0810019,CITY OF KIRVIN,Texas,552,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0810024,WESTWOOD UTILITY CORP,Texas,"1,260",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0810033,KEECHI ADDITION,Texas,126,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0810037,CITY OF FAIRFIELD BOYD UNIT,Texas,"1,334",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0810037,CITY OF FAIRFIELD BOYD UNIT,Texas,"1,334",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
TX0810038,MOODY WATER SYSTEM,Texas,249,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0820001,CITY OF DILLEY,Texas,"5,145",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0820012,MOORE WSC,Texas,852,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0820012,MOORE WSC,Texas,852,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0820016,DERBY ING,Texas,81,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0820016,DERBY ING,Texas,81,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0820016,DERBY ING,Texas,81,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
TX0830001,CITY OF SEAGRAVES,Texas,"2,396",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0830011,LOOP WSC,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0830011,LOOP WSC,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0830031,SEMINOLE GAS PROCESSING PLANT,Texas,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0840004,CITY OF HITCHCOCK,Texas,"6,961",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0840007,CITY OF LEAGUE CITY,Texas,"96,209",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0840010,BAYVIEW MUD,Texas,"1,830",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0840011,BACLIFF MUD,Texas,"7,095",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0840021,GALVESTON COUNTY MUD 12,Texas,"4,542",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0840030,CITY OF JAMAICA BEACH,Texas,983,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0840036,GALVESTON COUNTY FWSD 6 TIKI ISLAND,Texas,"3,087",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
TX0840043,UNION CARBIDE TEXAS CITY,Texas,300,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0840043,UNION CARBIDE TEXAS CITY,Texas,300,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0840043,UNION CARBIDE TEXAS CITY,Texas,300,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX0840043,UNION CARBIDE TEXAS CITY,Texas,300,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX0840043,UNION CARBIDE TEXAS CITY,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0840043,UNION CARBIDE TEXAS CITY,Texas,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0840044,BOLIVAR PENINSULA SUD,Texas,"12,924",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
TX0840044,BOLIVAR PENINSULA SUD,Texas,"12,924",Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
TX0840044,BOLIVAR PENINSULA SUD,Texas,"12,924",Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
TX0840044,BOLIVAR PENINSULA SUD,Texas,"12,924",Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
TX0840046,WINDSONG PARK,Texas,78,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0840057,TIFFANY WATER,Texas,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
TX0840057,TIFFANY WATER,Texas,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
TX0840057,TIFFANY WATER,Texas,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Open
TX0840067,GREENVILLA MOBILE HOME PARK,Texas,39,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
TX0840080,HIGHLAND BAYOU ESTATES WSC,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
TX0840080,HIGHLAND BAYOU ESTATES WSC,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
TX0840080,HIGHLAND BAYOU ESTATES WSC,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
TX0840080,HIGHLAND BAYOU ESTATES WSC,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
TX0840080,HIGHLAND BAYOU ESTATES WSC,Texas,42,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
TX0840084,SEABROOK SEAFOOD,Texas,30,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
TX0840084,SEABROOK SEAFOOD,Texas,30,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
